Null display is "<null>".
     rental_date     |         title         
---------------------+-----------------------
 2005-08-23 18:43:31 | OCTOBER SUBMARINE
     867 |        2 |     0
      96 |        2 |     0
     750 |        2 |     0
     466 |        2 |     0
     390 |        2 |     0
     950 |        2 |     0
     375 |        2 |     0
     188 |        2 |     0
     968 |        2 |     0
     883 |        1 |     0
     152 |        2 |     0
     971 |        2 |     0
     503 |        2 |     0
     935 |        1 |     0
     910 |        1 |     0
     802 |        2 |     0
     926 |        1 |     0
      20 |        2 |     0
     357 |        1 |     0
     161 |        2 |     0
     899 |        2 |     0
     756 |        1 |     0
     808 |        1 |     0
     836 |        2 |     0
     719 |        2 |     0
     787 |        2 |     0
     179 |        2 |     0
     589 |        1 |     0
     379 |        1 |     0
     113 |        1 |     0
     202 |        2 |     0
     520 |        2 |     0
     605 |        1 |     0
     401 |        2 |     0
     950 |        1 |     0
     584 |        2 |     0
     853 |        2 |     0
     918 |        1 |     0
      13 |        1 |     0
     815 |        2 |     0
     532 |        1 |     0
     318 |        2 |     0
     726 |        1 |     0
     111 |        1 |     0
      46 |        1 |     0
     774 |        2 |     0
     604 |        1 |     0
     515 |        1 |     0
     886 |        2 |     0
     705 |        2 |     0
     386 |        2 |     0
     157 |        1 |     0
      88 |        1 |     0
     398 |        1 |     0
     241 |        2 |     0
     977 |        1 |     0
     635 |        1 |     0
     523 |        2 |     0
     627 |        1 |     0
     598 |        2 |     0
     943 |        1 |     0
     547 |        1 |     0
      14 |        2 |     0
     449 |        1 |     0
     923 |        1 |     0
     781 |        1 |     0
      27 |        2 |     0
     405 |        1 |     0
     187 |        1 |     0
     639 |        1 |     0
      98 |        2 |     0
     874 |        1 |     0
     594 |        2 |     0
     485 |        1 |     0
     404 |        1 |     0
     195 |        2 |     0
     475 |        1 |     0
     507 |        1 |     0
     201 |        2 |     0
     770 |        1 |     0
      52 |        1 |     0
      87 |        2 |     0
     250 |        1 |     0
     817 |        2 |     0
      84 |        2 |     0
     541 |        1 |     0
     884 |        1 |     0
     419 |        2 |     0
     634 |        1 |     0
     669 |        1 |     0
     260 |        1 |     0
     238 |        2 |     0
     533 |        2 |     0
      65 |        1 |     0
     811 |        2 |     0
     860 |        1 |     0
     240 |        1 |     0
     905 |        2 |     0
     842 |        1 |     2
     659 |        2 |     2
     308 |        1 |     2
     566 |        1 |     2
     389 |        1 |     2
     226 |        1 |     2
     602 |        1 |     2
     578 |        1 |     2
     344 |        2 |     2
     472 |        2 |     2
     997 |        1 |     2
     197 |        1 |     2
     798 |        1 |     2
      61 |        2 |     2
     169 |        2 |     2
     822 |        2 |     2
     522 |        2 |     2
     942 |        1 |     2
     596 |        1 |     2
     920 |        2 |     2
     864 |        2 |     2
     675 |        1 |     2
     185 |        1 |     2
     411 |        1 |     2
     662 |        2 |     2
     776 |        1 |     2
     709 |        1 |     2
     423 |        2 |     2
     438 |        1 |     2
     991 |        1 |     2
     131 |        2 |     2
     839 |        2 |     2
     708 |        1 |     2
     166 |        2 |     2
     189 |        1 |     2
     440 |        2 |     2
      63 |        1 |     2
     569 |        1 |     2
     309 |        1 |     2
     575 |        1 |     2
     679 |        1 |     2
     333 |        1 |     2
     800 |        1 |     2
     483 |        2 |     2
     392 |        2 |     2
     937 |        1 |     2
     541 |        2 |     2
     600 |        1 |     2
     435 |        1 |     2
     230 |        1 |     2
     294 |        1 |     2
     368 |        1 |     2
     462 |        1 |     2
     238 |        1 |     2
     654 |        1 |     2
     653 |        1 |     2
     942 |        2 |     2
     281 |        1 |     2
     667 |        2 |     2
     759 |        1 |     2
     785 |        2 |     2
     883 |        2 |     2
     461 |        1 |     2
      52 |        2 |     2
     966 |        1 |     2
     196 |        1 |     2
     499 |        1 |     2
     255 |        2 |     2
     719 |        1 |     2
     440 |        1 |     2
     910 |        2 |     2
     747 |        1 |     2
     340 |        1 |     2
     570 |        1 |     2
     401 |        1 |     2
     373 |        2 |     2
     498 |        1 |     2
     635 |        2 |     2
     504 |        2 |     2
     405 |        2 |     2
     298 |        1 |     2
     976 |        1 |     2
      21 |        1 |     2
     691 |        2 |     2
     896 |        1 |     2
     769 |        2 |     2
     287 |        1 |     2
     429 |        1 |     2
     254 |        1 |     2
     957 |        2 |     2
     142 |        2 |     2
     580 |        2 |     2
     673 |        1 |     2
     980 |        2 |     2
      25 |        2 |     2
     141 |        2 |     2
     779 |        2 |     2
     610 |        1 |     2
     101 |        2 |     2
     365 |        1 |     2
     170 |        1 |     2
     293 |        1 |     2
     543 |        1 |     2
     900 |        2 |     2
     407 |        1 |     2
     486 |        2 |     2
      68 |        1 |     2
     463 |        2 |     2
     451 |        1 |     2
     300 |        1 |     2
     695 |        1 |     2
     456 |        1 |     2
     565 |        1 |     2
     737 |        1 |     2
     842 |        2 |     2
     268 |        2 |     2
     549 |        2 |     2
     253 |        2 |     2
     353 |        1 |     2
     921 |        2 |     2
     267 |        2 |     2
     354 |        2 |     2
     151 |        2 |     2
     651 |        1 |     2
     722 |        1 |     2
     399 |        2 |     2
     606 |        1 |     2
     216 |        1 |     2
     807 |        2 |     2
     987 |        1 |     2
     428 |        2 |     2
      53 |        1 |     2
     949 |        2 |     2
     763 |        2 |     2
     599 |        2 |     2
     704 |        1 |     2
     326 |        1 |     2
      32 |        2 |     2
     164 |        1 |     2
     139 |        2 |     2
     278 |        1 |     2
      92 |        1 |     2
     613 |        1 |     2
     279 |        1 |     2
     289 |        1 |     2
     637 |        1 |     2
     133 |        1 |     2
     948 |        1 |     2
      74 |        2 |     2
     324 |        2 |     2
     400 |        1 |     2
     690 |        2 |     2
     416 |        1 |     2
     492 |        1 |     2
     222 |        1 |     2
     684 |        2 |     2
     739 |        1 |     2
     158 |        1 |     2
     473 |        1 |     2
     184 |        1 |     2
     601 |        2 |     2
     545 |        2 |     2
     887 |        2 |     2
     264 |        2 |     2
     501 |        2 |     2
     866 |        2 |     2
     314 |        1 |     2
     186 |        2 |     2
     211 |        1 |     2
     568 |        1 |     2
     862 |        2 |     2
      15 |        1 |     2
     936 |        1 |     2
     696 |        1 |     2
     932 |        2 |     2
     424 |        2 |     2
     708 |        2 |     2
     140 |        1 |     2
     673 |        2 |     2
     102 |        2 |     2
     898 |        2 |     2
      72 |        2 |     2
     248 |        2 |     2
     650 |        1 |     2
      44 |        1 |     2
     727 |        1 |     2
     346 |        1 |     2
     582 |        2 |     2
     656 |        2 |     2
     259 |        1 |     2
     182 |        1 |     2
     995 |        2 |     2
     123 |        1 |     2
     261 |        1 |     2
     984 |        1 |     2
     904 |        1 |     2
     885 |        1 |     2
     539 |        1 |     2
     996 |        1 |     2
     965 |        1 |     2
     496 |        1 |     2
     480 |        1 |     2
     337 |        1 |     2
     924 |        1 |     2
     380 |        1 |     2
     794 |        2 |     2
     100 |        2 |     2
     271 |        2 |     2
     242 |        1 |     2
     138 |        1 |     2
     560 |        2 |     2
      16 |        1 |     2
     649 |        1 |     2
     574 |        1 |     2
     603 |        2 |     2
      97 |        2 |     2
      26 |        1 |     2
     133 |        2 |     2
     680 |        1 |     2
     988 |        2 |     2
      59 |        2 |     2
     746 |        1 |     2
     718 |        2 |     2
     664 |        1 |     2
     251 |        1 |     2
     423 |        1 |     2
     232 |        2 |     2
     778 |        2 |     2
     106 |        1 |     2
     896 |        2 |     2
     117 |        2 |     2
     803 |        2 |     2
     743 |        1 |     2
      68 |        2 |     2
      70 |        1 |     2
     829 |        1 |     2
     906 |        1 |     2
     494 |        2 |     2
     432 |        2 |     2
     513 |        2 |     2
      55 |        2 |     2
     549 |        1 |     2
     176 |        1 |     2
     660 |        2 |     2
     439 |        2 |     2
     797 |        1 |     2
     567 |        2 |     2
     975 |        1 |     2
     668 |        1 |     2
      50 |        2 |     2
     310 |        1 |     2
     105 |        1 |     2
     694 |        2 |     2
     728 |        2 |     2
     826 |        2 |     2
     437 |        1 |     2
     703 |        2 |     2
     169 |        1 |     2
     620 |        1 |     2
     229 |        1 |     2
     518 |        1 |     2
     908 |        1 |     2
     788 |        2 |     2
     791 |        1 |     2
     544 |        1 |     2
      82 |        1 |     2
     722 |        2 |     2
     151 |        1 |     2
     316 |        2 |     2
     921 |        1 |     2
     987 |        2 |     2
     506 |        2 |     2
     844 |        2 |     2
     964 |        2 |     2
     619 |        1 |     2
     865 |        2 |     2
     336 |        2 |     2
     132 |        2 |     2
     646 |        2 |     2
     672 |        1 |     2
     280 |        2 |     2
     935 |        2 |     2
     372 |        1 |     2
     237 |        1 |     2
     749 |        1 |     2
     480 |        2 |     2
     628 |        2 |     2
     194 |        2 |     2
     389 |        2 |     2
     961 |        2 |     2
     608 |        1 |     2
     600 |        2 |     2
      62 |        2 |     2
     558 |        2 |     2
     337 |        2 |     2
     156 |        2 |     2
     161 |        1 |     2
     459 |        2 |     2
     466 |        1 |     2
     938 |        2 |     2
     446 |        2 |     2
     130 |        1 |     2
     243 |        1 |     2
     838 |        1 |     2
     425 |        2 |     2
     781 |        2 |     2
     947 |        1 |     2
     229 |        2 |     2
     180 |        2 |     2
     660 |        1 |     2
     894 |        2 |     2
     818 |        2 |     2
     224 |        1 |     2
     567 |        1 |     2
     548 |        1 |     2
     381 |        1 |     2
     335 |        1 |     2
     327 |        2 |     2
     422 |        2 |     2
     611 |        2 |     2
     820 |        2 |     2
     297 |        2 |     2
      47 |        2 |     2
      51 |        1 |     2
     689 |        2 |     2
     751 |        2 |     2
     406 |        1 |     2
      45 |        2 |     2
      70 |        2 |     2
     741 |        2 |     2
     986 |        2 |     2
     334 |        1 |     2
     706 |        1 |     2
      83 |        2 |     2
     249 |        1 |     2
     304 |        2 |     2
     269 |        1 |     2
     562 |        2 |     2
     716 |        1 |     2
     302 |        1 |     2
     194 |        1 |     2
     511 |        1 |     2
     534 |        1 |     2
     186 |        1 |     2
     679 |        2 |     2
     844 |        1 |     2
     107 |        2 |     2
      48 |        2 |     2
     796 |        1 |     2
     520 |        1 |     2
     788 |        1 |     2
     806 |        2 |     2
     544 |        2 |     2
     724 |        1 |     2
     754 |        2 |     2
     616 |        1 |     2
     998 |        2 |     2
     721 |        1 |     2
     631 |        2 |     2
     343 |        1 |     2
     666 |        2 |     2
      67 |        1 |     2
     457 |        1 |     2
      77 |        2 |     2
     235 |        1 |     2
      23 |        2 |     2
     916 |        1 |     2
     568 |        2 |     2
     125 |        2 |     2
     932 |        1 |     2
     990 |        2 |     2
     654 |        2 |     2
     583 |        2 |     2
      92 |        2 |     2
       7 |        1 |     2
     275 |        2 |     2
     204 |        2 |     2
     262 |        2 |     2
      56 |        2 |     2
      29 |        1 |     2
     488 |        1 |     2
     313 |        2 |     2
     355 |        2 |     2
     458 |        1 |     2
     999 |        1 |     2
     557 |        1 |     2
     393 |        1 |     2
     478 |        1 |     2
     385 |        1 |     2
     441 |        1 |     2
     322 |        2 |     2
     974 |        1 |     2
     178 |        1 |     2
     333 |        2 |     2
     967 |        2 |     2
     168 |        1 |     2
      54 |        2 |     2
     507 |        2 |     2
     662 |        1 |     2
     663 |        2 |     2
     963 |        1 |     2
     944 |        1 |     2
     915 |        2 |     2
     448 |        1 |     2
     622 |        2 |     2
     517 |        2 |     2
     410 |        2 |     2
     734 |        1 |     2
      16 |        2 |     2
     227 |        2 |     2
     648 |        2 |     2
     775 |        2 |     2
     523 |        1 |     2
     592 |        1 |     2
     116 |        1 |     2
     794 |        1 |     2
     547 |        2 |     2
      48 |        1 |     2
     370 |        2 |     2
     953 |        2 |     2
     717 |        2 |     2
     453 |        2 |     2
     233 |        2 |     2
     362 |        1 |     2
      94 |        1 |     2
     699 |        1 |     2
     375 |        1 |     2
      30 |        1 |     2
     612 |        2 |     2
     515 |        2 |     2
     925 |        2 |     2
     383 |        2 |     2
     685 |        2 |     2
     212 |        2 |     2
      95 |        1 |     2
     805 |        1 |     2
     433 |        2 |     2
     623 |        1 |     2
     514 |        1 |     2
     871 |        1 |     2
     542 |        2 |     2
     223 |        2 |     2
     817 |        1 |     2
     454 |        1 |     2
     772 |        2 |     2
     914 |        1 |     2
     908 |        2 |     2
     288 |        1 |     2
     524 |        1 |     2
     118 |        2 |     2
     749 |        2 |     2
     744 |        1 |     2
     798 |        2 |     2
     491 |        1 |     2
     365 |        2 |     2
     877 |        2 |     2
       9 |        2 |     2
     917 |        2 |     2
     855 |        2 |     2
     707 |        1 |     2
      63 |        2 |     2
     527 |        1 |     2
     303 |        2 |     2
      19 |        2 |     2
     345 |        2 |     2
     989 |        2 |     2
     900 |        1 |     2
     808 |        2 |     2
     926 |        2 |     2
     512 |        1 |     2
     605 |        2 |     2
     287 |        2 |     2
     308 |        2 |     2
     710 |        2 |     2
     876 |        1 |     2
     571 |        1 |     2
     470 |        1 |     2
     165 |        2 |     2
     827 |        1 |     2
     855 |        1 |     2
     479 |        1 |     2
     757 |        2 |     2
     959 |        1 |     2
     693 |        1 |     2
     160 |        1 |     2
     913 |        2 |     2
     173 |        2 |     2
     592 |        2 |     2
     584 |        1 |     2
     175 |        1 |     2
     417 |        2 |     2
     286 |        1 |     2
     490 |        1 |     2
     657 |        2 |     2
     446 |        1 |     2
     155 |        1 |     2
     676 |        1 |     2
     916 |        2 |     2
     536 |        2 |     2
     717 |        1 |     2
     667 |        1 |     2
     475 |        2 |     2
     465 |        1 |     2
     903 |        2 |     2
     420 |        1 |     2
     150 |        1 |     2
     799 |        1 |     2
     978 |        1 |     3
     344 |        1 |     3
     114 |        2 |     3
     447 |        2 |     3
     187 |        2 |     3
     639 |        2 |     3
     147 |        1 |     3
     604 |        2 |     3
     859 |        1 |     3
     121 |        1 |     3
     155 |        2 |     3
     787 |        1 |     3
     409 |        2 |     3
     154 |        1 |     3
     503 |        1 |     3
     286 |        2 |     3
     553 |        2 |     3
     982 |        1 |     3
      43 |        1 |     3
     363 |        2 |     3
     349 |        2 |     3
     482 |        1 |     3
     771 |        1 |     3
     487 |        2 |     3
     670 |        2 |     3
     920 |        1 |     3
     645 |        1 |     3
     438 |        2 |     3
     991 |        2 |     3
     388 |        1 |     3
     329 |        2 |     3
     623 |        2 |     3
     283 |        1 |     3
     871 |        2 |     3
     122 |        2 |     3
     925 |        1 |     3
     383 |        1 |     3
     212 |        1 |     3
      95 |        2 |     3
      99 |        2 |     3
     453 |        1 |     3
     693 |        2 |     3
     173 |        1 |     3
     784 |        1 |     3
     175 |        2 |     3
     188 |        1 |     3
     757 |        1 |     3
     306 |        1 |     3
     933 |        1 |     3
     436 |        1 |     3
     972 |        1 |     3
     305 |        2 |     3
     345 |        1 |     3
     312 |        2 |     3
     930 |        2 |     3
     551 |        2 |     3
     744 |        2 |     3
     129 |        2 |     3
     445 |        1 |     3
       9 |        1 |     3
     917 |        1 |     3
     183 |        1 |     3
     985 |        2 |     3
     857 |        1 |     3
     516 |        2 |     3
     564 |        2 |     3
     698 |        2 |     3
     999 |        2 |     3
     246 |        2 |     3
       6 |        2 |     3
     509 |        2 |     3
     159 |        2 |     3
     488 |        2 |     3
     275 |        1 |     3
      23 |        1 |     3
     528 |        1 |     3
     371 |        1 |     3
     387 |        2 |     3
     583 |        1 |     3
     227 |        1 |     3
     402 |        1 |     3
     311 |        1 |     3
     247 |        1 |     3
     766 |        1 |     3
     338 |        2 |     3
     410 |        1 |     3
     134 |        2 |     3
      90 |        2 |     3
     481 |        2 |     3
      54 |        1 |     3
     715 |        2 |     3
     502 |        2 |     3
     663 |        1 |     3
     208 |        1 |     3
     557 |        2 |     3
     591 |        2 |     3
     115 |        1 |     3
     385 |        2 |     3
      79 |        2 |     3
     521 |        2 |     3
     273 |        2 |     3
     225 |        1 |     3
     760 |        1 |     3
     981 |        1 |     3
     845 |        2 |     3
      60 |        1 |     3
     477 |        2 |     3
     894 |        1 |     3
     905 |        1 |     3
     464 |        2 |     3
     415 |        1 |     3
     761 |        2 |     3
     245 |        1 |     3
     395 |        2 |     3
     677 |        1 |     3
     814 |        1 |     3
     666 |        1 |     3
     890 |        1 |     3
     290 |        1 |     3
     934 |        2 |     3
     682 |        1 |     3
     364 |        1 |     3
     126 |        2 |     3
     511 |        2 |     3
     534 |        2 |     3
     768 |        1 |     3
     351 |        2 |     3
     912 |        1 |     3
     476 |        1 |     3
      49 |        1 |     3
     124 |        2 |     3
      75 |        2 |     3
     469 |        2 |     3
     790 |        2 |     3
     415 |        2 |     3
     395 |        1 |     3
     735 |        1 |     3
     895 |        2 |     3
     975 |        2 |     3
     668 |        2 |     3
      50 |        1 |     3
     105 |        2 |     3
     981 |        2 |     3
     780 |        2 |     3
      76 |        1 |     3
     829 |        2 |     3
     906 |        2 |     3
     768 |        2 |     3
     351 |        1 |     3
     912 |        2 |     3
      22 |        2 |     3
      49 |        2 |     3
     951 |        1 |     3
     922 |        1 |     3
     968 |        1 |     3
     964 |        1 |     3
     336 |        1 |     3
     960 |        2 |     3
     501 |        1 |     3
     726 |        2 |     3
     862 |        1 |     3
     387 |        1 |     3
      44 |        2 |     3
      74 |        1 |     3
       4 |        2 |     3
     463 |        1 |     3
     451 |        2 |     3
       6 |        1 |     3
     354 |        1 |     3
     257 |        2 |     3
     294 |        2 |     3
     720 |        1 |     3
     141 |        1 |     3
      79 |        1 |     3
     810 |        2 |     3
     574 |        2 |     3
     993 |        2 |     3
      90 |        1 |     3
     481 |        1 |     3
     450 |        1 |     3
      59 |        1 |     3
     271 |        1 |     3
     242 |        2 |     3
     138 |        2 |     3
     402 |        2 |     3
     467 |        2 |     3
     380 |        2 |     3
      99 |        1 |     3
     263 |        2 |     3
     740 |        2 |     3
       7 |        2 |     3
      28 |        1 |     3
     967 |        1 |     3
     162 |        1 |     3
     538 |        2 |     3
     329 |        1 |     3
     240 |        2 |     3
     390 |        1 |     3
     628 |        1 |     3
     129 |        1 |     3
     445 |        2 |     3
     183 |        2 |     3
     483 |        1 |     3
     436 |        2 |     3
     972 |        2 |     3
     420 |        2 |     3
     930 |        1 |     3
     551 |        1 |     3
     877 |        1 |     3
     963 |        2 |     3
     448 |        2 |     3
     784 |        2 |     3
     370 |        1 |     3
     792 |        2 |     3
     602 |        2 |     3
      35 |        2 |     3
     811 |        1 |     3
     831 |        1 |     3
     632 |        1 |     3
     716 |        2 |     3
     944 |        2 |     3
     210 |        2 |     3
     587 |        1 |     3
     157 |        2 |     3
     691 |        1 |     3
     902 |        2 |     3
     147 |        2 |     3
     859 |        2 |     3
     121 |        2 |     3
     961 |        1 |     3
     884 |        2 |     3
     641 |        1 |     3
     750 |        1 |     3
     776 |        2 |     3
     901 |        2 |     3
     797 |        2 |     3
     388 |        2 |     3
     560 |        1 |     3
     731 |        2 |     3
     988 |        1 |     3
     645 |        2 |     3
     431 |        2 |     3
     746 |        2 |     3
     924 |        2 |     3
     940 |        1 |     3
     747 |        2 |     3
     363 |        1 |     3
     818 |        1 |     3
     319 |        1 |     3
     889 |        1 |     3
     775 |        1 |     3
     530 |        1 |     3
     307 |        2 |     3
      93 |        2 |     3
     733 |        2 |     3
     149 |        2 |     3
     414 |        2 |     3
     215 |        1 |     3
     643 |        1 |     3
     218 |        2 |     3
     983 |        1 |     3
     994 |        1 |     3
     292 |        2 |     3
     432 |        1 |     3
      26 |        2 |     3
     625 |        1 |     3
      96 |        1 |     3
     581 |        1 |     3
     339 |        2 |     3
     330 |        2 |     3
     374 |        1 |     3
     620 |        2 |     3
     728 |        1 |     3
     928 |        1 |     3
     384 |        2 |     3
     872 |        2 |     3
     852 |        2 |     3
     700 |        2 |     3
     202 |        1 |     3
     646 |        1 |     3
     725 |        1 |     3
     756 |        2 |     3
     665 |        2 |     3
     496 |        2 |     3
      78 |        1 |     3
     630 |        2 |     3
     875 |        1 |     3
     647 |        2 |     3
     892 |        1 |     3
     443 |        1 |     3
     681 |        2 |     3
     232 |        1 |     3
     251 |        2 |     3
     664 |        2 |     3
     377 |        1 |     3
     177 |        2 |     3
     234 |        2 |     3
     843 |        2 |     3
     851 |        1 |     3
      83 |        1 |     3
     970 |        1 |     3
     687 |        1 |     3
     315 |        2 |     3
     631 |        1 |     3
     806 |        1 |     3
       2 |        2 |     3
     796 |        2 |     3
     590 |        1 |     3
     777 |        2 |     3
      56 |        1 |     3
     163 |        2 |     3
     104 |        2 |     3
     277 |        1 |     3
     478 |        2 |     3
      64 |        2 |     3
     145 |        2 |     3
     891 |        1 |     3
     868 |        1 |     3
     167 |        2 |     3
     841 |        1 |     3
     381 |        2 |     3
     408 |        2 |     3
     655 |        2 |     3
      18 |        2 |     3
     636 |        1 |     3
     274 |        1 |     3
     143 |        2 |     3
     752 |        2 |     3
     819 |        1 |     3
     320 |        1 |     3
     614 |        2 |     3
      10 |        2 |     3
     282 |        2 |     3
     816 |        2 |     3
     540 |        1 |     3
     633 |        2 |     3
      57 |        2 |     3
     782 |        1 |     3
     160 |        2 |     3
      89 |        2 |     3
     640 |        2 |     3
     861 |        2 |     3
     479 |        2 |     3
     165 |        1 |     3
     563 |        2 |     3
     812 |        2 |     3
     465 |        2 |     3
     958 |        2 |     3
     536 |        1 |     3
     181 |        1 |     3
      17 |        2 |     3
     834 |        2 |     3
     537 |        2 |     3
     508 |        2 |     3
     952 |        1 |     3
      11 |        2 |     3
     714 |        2 |     3
     556 |        1 |     3
     252 |        2 |     3
     805 |        2 |     3
     554 |        2 |     3
     191 |        2 |     3
     812 |        1 |     3
     570 |        2 |     3
     958 |        1 |     3
     471 |        1 |     3
     462 |        2 |     3
       5 |        2 |     3
      17 |        1 |     3
      89 |        1 |     3
     861 |        1 |     3
     980 |        1 |     3
      66 |        1 |     3
     142 |        1 |     3
     284 |        1 |     3
     837 |        2 |     3
     293 |        2 |     3
     869 |        2 |     3
     610 |        2 |     3
     782 |        2 |     3
     442 |        1 |     3
     644 |        1 |     3
     770 |        2 |     3
     226 |        2 |     3
     376 |        2 |     3
     833 |        1 |     3
     815 |        1 |     3
     723 |        2 |     3
     879 |        2 |     3
     191 |        1 |     3
     485 |        2 |     3
     923 |        2 |     3
      39 |        1 |     3
     252 |        1 |     3
     135 |        1 |     3
     228 |        1 |     3
     578 |        2 |     3
     977 |        2 |     3
     484 |        2 |     3
     579 |        2 |     3
     777 |        1 |     3
     413 |        1 |     3
     123 |        2 |     3
     533 |        1 |     3
     140 |        2 |     3
     898 |        1 |     3
      46 |        2 |     3
     624 |        1 |     3
     823 |        1 |     3
     851 |        2 |     3
     763 |        1 |     3
     282 |        1 |     3
      12 |        1 |     3
      18 |        1 |     3
     473 |        2 |     3
     391 |        2 |     3
     324 |        1 |     3
     426 |        2 |     3
     848 |        1 |     3
     146 |        1 |     3
     614 |        1 |     3
     424 |        1 |     3
     696 |        2 |     3
      98 |        1 |     3
     594 |        1 |     3
     627 |        2 |     3
     853 |        1 |     3
     655 |        1 |     3
     674 |        1 |     3
     617 |        1 |     3
     727 |        2 |     3
     216 |        2 |     3
     725 |        2 |     3
     807 |        1 |     3
     256 |        2 |     3
     270 |        1 |     3
     119 |        1 |     3
      20 |        1 |     3
     836 |        1 |     3
     397 |        1 |     3
     244 |        2 |     3
     739 |        2 |     3
     158 |        2 |     3
     120 |        1 |     3
     285 |        1 |     3
     681 |        1 |     3
     692 |        2 |     3
     184 |        2 |     3
     601 |        1 |     3
     377 |        2 |     3
     172 |        2 |     3
     637 |        2 |     3
     647 |        1 |     3
     755 |        2 |     3
     804 |        2 |     3
     758 |        2 |     3
     704 |        2 |     3
     164 |        2 |     3
     941 |        2 |     3
     850 |        1 |     3
     577 |        1 |     3
     599 |        1 |     3
     550 |        1 |     3
     366 |        2 |     3
     317 |        2 |     3
      37 |        2 |     3
     414 |        1 |     3
     786 |        1 |     3
     215 |        2 |     3
     643 |        2 |     3
     899 |        1 |     3
     576 |        2 |     3
     307 |        1 |     3
     149 |        1 |     3
     825 |        1 |     3
     555 |        1 |     3
     937 |        2 |     3
     493 |        2 |     3
     863 |        2 |     3
     254 |        2 |     3
     957 |        1 |     3
     112 |        2 |     3
     931 |        2 |     3
     136 |        1 |     3
     298 |        2 |     3
     979 |        2 |     3
     292 |        1 |     3
     367 |        2 |     3
     373 |        1 |     3
     447 |        1 |     4
     265 |        1 |     4
     233 |        1 |     4
     326 |        2 |     4
     114 |        1 |     4
     295 |        2 |     4
     702 |        1 |     4
      39 |        2 |     4
     116 |        2 |     4
     455 |        1 |     4
     824 |        2 |     4
     135 |        2 |     4
     228 |        2 |     4
     205 |        1 |     4
     476 |        2 |     4
     500 |        1 |     4
     347 |        1 |     4
     634 |        2 |     4
     697 |        2 |     4
     376 |        1 |     4
      91 |        1 |     4
     767 |        1 |     4
      97 |        1 |     4
     833 |        2 |     4
     649 |        2 |     4
     873 |        2 |     4
     723 |        1 |     4
     879 |        1 |     4
     434 |        1 |     4
     467 |        1 |     4
     702 |        2 |     4
     417 |        1 |     4
     209 |        1 |     4
     648 |        1 |     4
     154 |        2 |     4
     241 |        1 |     4
     710 |        1 |     4
     409 |        1 |     4
     911 |        2 |     4
     986 |        1 |     4
     255 |        1 |     4
     341 |        1 |     4
      78 |        2 |     4
     753 |        2 |     4
     181 |        2 |     4
     789 |        2 |     4
     461 |        2 |     4
     301 |        2 |     4
     281 |        2 |     4
     235 |        2 |     4
     110 |        1 |     4
     418 |        2 |     4
     421 |        2 |     4
     878 |        2 |     4
     902 |        1 |     4
     748 |        2 |     4
     873 |        1 |     4
     773 |        2 |     4
     527 |        2 |     4
     200 |        1 |     4
     491 |        2 |     4
      85 |        2 |     4
     542 |        1 |     4
     276 |        1 |     4
     150 |        2 |     4
     563 |        1 |     4
     683 |        1 |     4
     897 |        2 |     4
     179 |        1 |     4
      21 |        2 |     4
     976 |        2 |     4
     665 |        1 |     4
     504 |        1 |     4
     856 |        1 |     4
     971 |        1 |     4
     305 |        1 |     4
     358 |        2 |     4
     816 |        1 |     4
      80 |        1 |     4
     985 |        1 |     4
     711 |        2 |     4
     625 |        2 |     4
     532 |        2 |     4
      57 |        1 |     4
     260 |        2 |     4
     546 |        2 |     4
     109 |        1 |     4
     573 |        1 |     4
       4 |        1 |     4
     331 |        2 |     4
     737 |        2 |     4
      88 |        2 |     4
     738 |        1 |     4
     127 |        1 |     4
     531 |        1 |     4
      31 |        1 |     4
     239 |        1 |     4
     231 |        2 |     4
     130 |        2 |     4
     122 |        1 |     4
      27 |        1 |     4
     356 |        1 |     4
     745 |        1 |     4
     500 |        2 |     4
     299 |        1 |     4
     720 |        2 |     4
     554 |        1 |     4
     218 |        1 |     4
      91 |        2 |     4
     328 |        2 |     4
     732 |        1 |     4
     174 |        1 |     4
     774 |        1 |     4
     830 |        2 |     4
      13 |        2 |     4
      65 |        2 |     4
     166 |        1 |     4
       8 |        2 |     4
     707 |        2 |     4
     313 |        1 |     4
     615 |        2 |     4
      11 |        1 |     4
     204 |        1 |     4
     969 |        1 |     4
     616 |        2 |     4
     295 |        1 |     4
     350 |        1 |     4
     331 |        1 |     4
     556 |        2 |     4
     809 |        2 |     4
     247 |        2 |     4
     258 |        2 |     4
     683 |        2 |     4
     765 |        1 |     4
     309 |        2 |     4
     992 |        2 |     4
     311 |        2 |     4
     882 |        1 |     4
     190 |        2 |     4
     621 |        1 |     4
     189 |        2 |     4
     858 |        2 |     4
     854 |        2 |     4
     131 |        1 |     4
     103 |        2 |     4
     596 |        2 |     4
     559 |        1 |     4
     680 |        2 |     4
     489 |        1 |     4
     502 |        1 |     4
     715 |        1 |     4
     778 |        1 |     4
     800 |        2 |     4
     323 |        2 |     4
     575 |        2 |     4
     730 |        2 |     4
     880 |        2 |     4
     468 |        2 |     4
     759 |        2 |     4
     273 |        1 |     4
     521 |        1 |     4
     870 |        1 |     4
     348 |        2 |     4
     115 |        2 |     4
     525 |        2 |     4
     236 |        2 |     4
     219 |        1 |     4
     891 |        2 |     4
      81 |        1 |     4
     580 |        1 |     4
     840 |        1 |     4
     956 |        1 |     4
     698 |        1 |     4
